time_s,x_m,y_m,z_m
23.317683290995774,65.22762437495395,-32.71069675602154,20.0
23.35785059200134,65.27342973795291,-32.59978296646414,20.0
23.397589225001866,65.31924321339629,-32.488872527543194,20.0
23.438118043995928,65.36506454515877,-32.37796533413476,20.0
23.477571705996525,65.41089348520839,-32.26706128439578,20.0
23.517708393002977,65.4567297933506,-32.15616027966259,20.0
23.557566817005863,65.5025732369799,-32.045262224353046,20.0
23.597342455002945,65.54842359083993,-31.93436702587071,20.0
23.638109093008097,65.59428063679088,-31.82347459451275,20.0
23.677660699002445,65.64014416358408,-31.71258484338059,20.0
23.717780082006357,65.68601396664435,-31.601697688292543,20.0
23.75928458799899,65.73188984785865,-31.490813047699934,20.0
23.79760893099592,65.77777161537165,-31.379930842605276,20.0
23.83727632900991,65.82365908338797,-31.269050996483404,20.0
23.877453366003465,65.86955207198032,-31.158173435204287,20.0
23.9174674829992,65.91545040690416,-31.047298086958804,20.0
23.957475611008704,65.96135391941785,-30.936424882186916,20.0
23.997219090000726,66.00726244610861,-30.825553753507158,20.0
24.0374731500051,66.05317582872428,-30.714684635649323,20.0
24.077544465995743,66.09909391400991,-30.603817465388477,20.0
24.117493304001982,66.14501655354985,-30.49295218148167,20.0
24.159629179004696,66.19094360361494,-30.382088724605687,20.0
24.198126251008944,66.23687492501422,-30.27122703729749,20.0
24.238468245006516,66.28281038295148,-30.160367063896405,20.0
24.277463246005937,66.32874984688647,-30.049508750487544,20.0
24.317743111008895,66.37469319040042,-29.938652044847586,20.0
24.358210703008808,66.42064029106575,-29.82779689639185,20.0
24.39741924199916,66.46659103031982,-29.71694325612343,20.0
24.437889054999687,66.51254529334304,-29.60609107658319,20.0
24.477686786005506,66.55850296894056,-29.495240311801982,20.0
24.517324651998933,66.60446394942763,-29.38439091725399,20.0
24.557253887003753,66.65042813051878,-29.273542849811857,20.0
24.59740892800619,66.69639541122052,-29.16269606770258,20.0
24.63792885800649,66.74236569372724,-29.051850530465284,20.0
24.67756129700865,66.78833888332044,-28.941006198910483,20.0
24.717407994001405,66.83431488827152,-28.83016303507984,20.0
24.757528248999733,66.88029361974708,-28.719321002207824,20.0
24.797598324003047,66.92627499171748,-28.608480064684358,20.0
24.83836976600287,66.97225892086837,-28.497640188018842,20.0
24.877556899009505,67.01824532651511,-28.386801338804695,20.0
24.91751348300022,67.0642341305194,-28.275963484685573,20.0
24.957331798999803,67.11022525720902,-28.165126594322707,20.0
24.99764188900008,67.15621863330001,-28.054290637362556,20.0
25.037374884996098,67.2022141878212,-27.94345558440621,20.0
25.080054215010023,67.24821185204121,-27.832621406979296,20.0
25.11770807800349,67.29419455008569,-27.721781020473152,20.0
25.157487300006323,67.3400941635811,-27.610906208012917,20.0
25.197703733007074,67.38583322454397,-27.499965077415784,20.0
25.237520245005726,67.43133412656786,-27.388926072954703,20.0
25.275630450007156,67.46751109384492,-27.300003509355765,20.0
25.315356071005226,67.5123870508593,-27.188710509783,20.0
25.355499209996196,67.55681486701194,-27.07723787494671,20.0
25.39553217199864,67.60077537991754,-26.9655801279675,20.0
25.435174017009558,67.64426779764989,-26.853739219730766,20.0
25.475447988996166,67.68729135709361,-26.741717112590283,20.0
25.515845939007704,67.72984530336008,-26.6295157720789,20.0
25.555404295009794,67.77192888980044,-26.517137166874356,20.0
25.595619630999863,67.8135413780187,-26.404583268764572,20.0
25.635682391002774,67.85468203788467,-26.291856052613383,20.0
25.675645812007133,67.8953501475469,-26.17895749632545,20.0
25.71577895899827,67.93554499344532,-26.065889580811692,20.0
25.755456876999233,67.97526587032364,-25.952654289954914,20.0
25.796546505007427,68.01451208124179,-25.839253610574367,20.0
25.83544594500563,68.0532829375883,-25.725689532391332,20.0
25.87562192999758,68.09157775909205,-25.611964047993958,20.0
25.915361182997003,68.1293958738345,-25.49807915280268,20.0
25.95545522699831,68.16673661826135,-25.38403684503469,20.0
25.995286887002294,68.2035993371943,-25.269839125669225,20.0
26.036073306997423,68.23998338384236,-25.15548799841227,20.0
26.076050835006754,68.27588811981323,-25.04098546966175,20.0
26.116085699002724,68.3113129151247,-24.926333548471817,20.0
26.155324444000144,68.34625714821554,-24.81153424651787,20.0
26.195345724001527,68.38072020595638,-24.696589578061463,20.0
26.23548279699753,68.41470148366052,-24.581501559914496,20.0
26.275744127997314,68.44820038509468,-24.466272211404203,20.0
26.315698848004104,68.48121632248916,-24.350903554337446,20.0
26.355413258002955,68.51374871654835,-24.23539761296568,20.0
26.395539061006275,68.54579699646096,-24.11975641394886,20.0
26.436688720001257,68.57736059990984,-24.003981986320195,20.0
26.475305073996424,68.60843897308193,-23.888076361450754,20.0
26.515888308000285,68.63903157067806,-23.772041573013304,20.0
26.55546761000005,68.66913785592244,-23.65587965694703,20.0
26.59567582499585,68.69875730057204,-23.539592651421604,20.0
